comment,sentiment
幸好不喜欢吃这种面就没吃过,0
举报电话是12315么我妈厂子的食堂也是很埋汰饭里都能吃出蟑螂苍蝇,0
不是我有一个问题既然不是老坛腌制的为啥要叫老坛酸菜,0
怪不得我小时候一吃老坛就淋巴结发炎吐了,0
天天爆食品安全问题铁打的胃也不行,0
不会真有人不吃唐师傅统一就去吃白象吧白象那方便面就嗯抄还贼难吃就好比你说不吃好丽友就去吃达利园一样真的嗯抄还难吃,0
都给我吃白象,2
难怪我吃老坛酸菜老是容易拉稀还以为我的问题现在知道圆心了我吐,0
幸亏我吃不来酸菜面那个味吃了一次之后再也没吃过,0
感谢我爸妈从来不让我吃方便面说这些是没营养价值的垃圾食品,0
为什么他们能如此大言不惭,0
幸好不喜欢吃这种面就没吃过,0
还好我不喜欢酸菜没吃过这口味的,0
年前年后大小吃了两箱老坛酸菜现在已经开始扣嗓子眼了,0
完了刚吃完一包就看到这个老痰酸脚牛肉面,0
量大超满足,2
说来不好意思我居然因为讨厌吃酸菜逃过一劫我吃泡面只煮着吃而且不放调料包,0
还有某牛和某利牛奶等,2
前几天还在嘲笑印度街头小吃现在看五十步笑百步不知道还有多少食品加工企业是这样,0
干净又卫生啊兄弟们,2
良心被勾吃了,1
有个疑问为啥他们会对记者说这些,0
一桶老坛2根泡面搭档的日子在脑海里挥之不去,0
老坛酸菜面刚出那会确实挺好吃的现在是越吃越难吃,0
敬汉卿,2
统一康师傅还有插旗不被干死简直天理难容毕竟经常吃泡面的除了基层工人以外还有警察消防医护工作者这些忙起来拿泡面对付一顿的,0
好久没吃老痰酸菜了明天买一包尝尝,2
兄弟们有什么值得推荐的泡面吗,0
罚的太轻了,0
蒙牛伊利啥时候管管啊,0
白象的汤好喝和老母鸡真的好喝强推各位,2
现在得病的人越来越多肯定和吃这些东西有关系以后少吃这种东西吧建议入刑加重罚款要不然国人的健康药丸这个方面的鸦片有啥区别,0
干净又卫生,2
白象发声明没有和这家企业合作那些造谣的别张口就来,0
httpsb23tvtrdJZ9u,2
所以说那些十指不沾阳春水有洁癖的人其实吃了不知道多少不干净的东西,0
服气了真恶心一想到我吃过现在胃里特别难,0
不知道,0
别说我现在在厂里上班做电脑的简单品质要求没那么高的都是销国内销国外的凭证要求说是客服要求严格不能有一点差错,0
我祝你吃泡面没有调料包,0
之前我TM吃了这么多次老坛我居然还觉得好吃,2
康师傅饮料也有问题的,0
还好老坛酸菜牛肉面是我最讨厌的口味只在高中的时候吃过一次,0
酸菜业备受打击,0
靠国内以后改成一百万就解决问题了,0
不知者无罪不见者不反胃,0
从来不喜欢吃酸菜味真难吃的离谱,0
刚吃一包这就去喝恒河水洗一下胃,2
坐等深夜发道歉,0
中国人只坑中国人,0
这确实够老够酸爽,2
河南岂不是很惨我看到很多人捐赠泡面几乎都是统一酸菜牛肉面,0
还好吃的是红烧牛肉面,2
这件事爆出前两天我爸买了一袋了谢我已经吃了两包了,2
还好我吃老坛酸菜从不放酸菜包,0
我TM就是华容的竟然不知道有这个厂子,0
河南娃表示从小吃白象南街村长大的现在依旧在吃人在外省也经常常备一箱白象面而且不止泡面挂面也一直吃白象的,2
因为不喜欢酸菜所以躲过一劫,0
难受了以前吃过不少,0
315正好是我生日看到这我人都傻了,0
还好我最不喜欢吃的就是老坛酸菜面就算吃咱也没放过酸菜包,0
吃瓜吃到自己家,2
我就想知道为什么还在卖,0
又一次把良心按在地下蹂躏关注基层卫生监管设立举报奖励机制,0
这么一想泡面的蔬菜包和油包会不会也是这样搞的啊,0
还好没吃过了老坛酸菜泡面闻着味就恶心真庆幸我嘴巴挑,0
幸亏不爱吃老坛酸菜面第一次吃嫌酸,0
这个坑我也踩过放心我是穿着袜子踩的我比那些光脚的要脸多了我也是有职业道德的,0
我不加酸菜包是不是就能吃了,0
草,0
以前有没有一边吃老坛酸菜面一边看着刘墉说干净又卫生笑的,2
擦漆菜业穅师傅痛疫老痰酸菜再见,0
自打初中吃过几次后就再也没吃过总觉得味道怪怪的现在看来运气挺好,1
我超还好我没吃过,2
我以前最喜欢吃老坛酸菜牛肉面了难怪昨天去超市没买到,2
唉出门在外看不见的才是最干净的,0
虽然白象比这些好但是不要硬吹自己支持就行了要不然白象早晚要被搞,0
幸亏我只吃今麦郎原因其他的都太少了,0
我前几天吃一个自热米饭吃到两根头发,0
给我干吐了我,0
这是接地气的同时接地府吗,0
绝大多数的工业食品都不能吃如果把所有的工业食品都查个遍剩下能吃的还有几个不要因为工作原因就随便吃点到最后自己挣的钱都不够自己看病的,0
还好我吃老坛从不放酸菜包,0
好了康师傅的泡面和饮料我再也不碰了,0
康师傅酸菜吃了拉肚子的有吗,0
记得从小学的时候就经常说成老痰酸菜没想到真的差不多,1
艹我刚买了一桶老坛酸菜面康师傅牌的,0
还不得高知都往外跑,0
你笑大妈日本抢购马桶大妈笑你不知行业内幕,0
好吃就喜欢恰土坑酸菜不是土坑没内味儿,2
重复报道大家都知道了现在先说说怎么解决吧,0
我,2
快去给拜登送去不可在半道上凉了,2
我刚吃了一个星期,2
建议加大食品安全罚款力度,0
干净又卫生啊兄弟们,2
罚款力度不够他就说才2000国外10万,0
httpsb23tvYOIanv7,2
我说嘛第一次吃的时候有股怪味就一直不太喜欢吃师傅的酸菜牛肉面统一的好一些,0
我以前吃老坛酸菜会拉肚子然后就不再吃了,0
就不爱看这种新闻我要看的是结尾涉案人员受到惩罚,0
家在东北从小基本上年年家里都会自己用坛子积酸菜积出来都是白白净净黄绿色的还好奇为什么外面卖的酸菜都黑不拉几的味道还这么重,0
之前我最喜欢这种口味的泡面了但现在懂得都懂,2
我就说自己做的怎么没有这种味道原来少了这几道工序,0
RNM退钱,0
足式发酵,2
怪不得每次吃完就拉肚子我还以为我胃不好,0
印度阿三惊呆了直呼内行,2
老坛酸菜第一次吃就感觉上面一层油看着特别恶心你看这波赚了,0
受不了了我康师傅最喜欢吃的就是酸菜前两天通宵还干了两桶我接受不了,0
酸菜鱼都不敢吃了,0
喵的昨晚刚吃过,2
泡面居然被人家踩了遍我只能说脸都不要了估计照这样接下来要踩面饼了再踩包装最后没人踩了,0
腌制时间短都知道的亚硝酸盐含量会很大,1
今天刚吃的汤大师豚骨拉面里吃出钢丝真的无语,0
真下脚料,0
真相了老坛酸菜原来的名字叫老痰酸菜是用正宗的老人痰酿造81天才酿造出来的后来因为防止泄露商业机密而改为老坛酸菜知道真相的我哭死,0
这种超火爆的爆款都是这个待遇其它的款式细思极恐,2
我日以前喜欢吃酸菜泡面这看了以后都不敢买妈耶我以前吃了多少啊,0
我刚刚就在吃老坛酸菜啊我裂开拉以后都不吃康师傅了,0
杠精真的是选择性忽视么硬说你家也是用脚脚干净那烟头呢超标十倍的防腐剂呢穿拖鞋的呢这才是更介意的点吧你不会要帮他证明那双灰绿色的包浆拖鞋是一次性没下过地上面没灰没痰没粑粑的吧算了看视频都选择性眼盲更别说我这条了,0
我的天啊不过还好我买这种方便面我都不搁那个酸菜包,0
今麦郎到底有没有问题我昨天以为只有康师傅和统一有问题就买了今麦郎这边没有白象卖同志们告诉我安全和不安全的有那几个方便面我怕吃脚气和烟头,0
还好我从来不吃酸菜面,0
是时候发挥国足的作用了,0
之前我姐一直不吃康师傅酸菜面说一股子臭脚味当时我还觉得她是吃不惯酸菜结果现在,0
这酸爽才入味,2
湖南风评被害,1
白象yyds,2
大家是忘了好丽友吗,0
天天都是315该多好,1
他们不怕告诉了记者记者曝光出去吗,0
还好从小到大都觉得老坛酸菜的味道很奇怪几乎没吃过,0
啥也别说了少吃零食就行了方便面要少吃,0
几年前就看过一张图片一个大池子里边用塑料布铺上然后里边都是酸菜看完那个图片之后我就再也没碰过酸菜牛肉面,0
今天早上吃完某师傅的老坛酸菜牛肉面上学8点多拉肚子纳闷一早上还以为着凉了晚上看见这个视频明天的早饭都让我吐了,0
提醒一下扔掉酸菜包就好了不必要扔掉整包不然有点亏,0
我从小都不喜欢吃老坛酸菜哈哈哈,2
好多年前我爸在君山办厂的时候就让我别吃老坛酸菜方便面他说酸菜厂周边臭气熏天的,0
还有王中王双汇王中王BV1X3411W77Z,2
涉事公司道歉就完了吗消费者怎么办特别是那些经常吃这个品类的消费者,0
真需要吃方便面就华丰三鲜伊面吧,0
彻底失望了吃了那么多年我真的不敢想象我嚼下去的不只是酸菜还有烟灰皮屑2022年了为什么还有这么离谱的食品安全问题以后只买自己信任的了不配支持国产食品,0
在座的各位能活着真是上天眷顾我们,0
怪不得叫酸菜,0
没有康师傅还有统一和今麦郎吧,0
如何解决呢继续吃,2
彭经理这人能处有事他是真说,0
建议每一包酸菜包都罚它2000,1
很久之前我们那边就有这种方法腌菜隔壁左右还会带回去吃刚出土的感觉还好主要是再加工全是防腐剂色素,0
老痰工艺足时发酵,2
性别一换订单百万,0
这味道才正宗,2
至今也不知道为什么老外说中国商品物好价廉,0
就这别人我不知道对我来说这已经比很多外卖干净了外卖吃过头发蛋壳蚂蚁绳子塑料不知名虫子我还是照样点外卖内心毫无波动,0
啊兄弟们我不想活了我从小吃到大哎呀我不想活了,0
刑啊康师傅你行我一嘴馋就是老坛酸菜到头来我吃了几年别人的脚皮是吧刑你狠你好狠啊,0
真不知道老坛酸菜牛肉面怎么火的说实话真不好吃,0
幸亏我吃过一次就没吃了不大喜欢酸菜味泡面我基本都是爆椒和卤香,0
我小八嘎的老坛酸菜你们配吃你们只配脚丫子的,0
老痰酸菜足时发酵这酸爽简直不敢相信原来是实话,1
白象一个三分之一员工都是残疾人的企业会用脚直接踩酸菜吗一个老总是退伍军人的企业会做这种断送前途的事儿吗支持国货,0
我就说那酸菜面闻起来老是臭臭的,0
啊啊啊啊我要吐了,0
可是白象好难吃阿,0
现在谁还吃老坛酸菜呀红烧牛肉麻辣排骨香菇炖鸡鲜虾鱼板不香吗,0
用心做广告用脚做产品,0
刘庸干净又卫生,2
国脚2022,2
我吃过我最喜欢吃老坛酸菜了不过我吃的应该是统一不是康师傅我只买有汪涵的,2
有一说一央视采访还是那么牛,2
收购的土坑不是才有传统味道吗以前都是这样吃,0
酸菜鱼料包是不是也是这样,0
足使发酵,2
我就知道我每次吃老坛酸菜都会拉肚子不放酸菜包就没事几乎市面上所有的老坛酸菜都会拉肚子,0
哎我高中的时候就天天吃,0
希望不要对酸菜有很大的成见老一辈做酸菜也是用脚踩的名贵的葡萄酒发酵很多都是用脚踩的酸菜是需要脚踩酸味才足我们关注的重点应该是食品安全卫生问题烟头指甲盖这些并且督促相关企业规划好合格安全卫生的食品生产链,0
还好我不太喜欢吃老坛酸菜感觉酸菜太辣,2
怪不得这两年救灾的时候很少使用方便面作为应急物资了,0
淦我家有老坛酸菜牛肉面但不是康师傅家的,0
太不卫生虽然我不怎么喜欢吃泡面但是看着这个吓的我好怕,0
我吃过我最喜欢吃老坛酸菜了不过我吃的应该是统一不是康师傅我只买有汪涵的,2
有一说一央视采访还是那么牛,2
收购的土坑不是才有传统味道吗以前都是这样吃,0
酸菜鱼料包是不是也是这样,0
足使发酵,2
我就知道我每次吃老坛酸菜都会拉肚子不放酸菜包就没事几乎市面上所有的老坛酸菜都会拉肚子,0
哎我高中的时候就天天吃,0
希望不要对酸菜有很大的成见老一辈做酸菜也是用脚踩的名贵的葡萄酒发酵很多都是用脚踩的酸菜是需要脚踩酸味才足我们关注的重点应该是食品安全卫生问题烟头指甲盖这些并且督促相关企业规划好合格安全卫生的食品生产链,0
还好我不太喜欢吃老坛酸菜感觉酸菜太辣,2
怪不得这两年救灾的时候很少使用方便面作为应急物资了,0
淦我家有老坛酸菜牛肉面但不是康师傅家的,0
太不卫生虽然我不怎么喜欢吃泡面但是看着这个吓的我好怕,0
